record_id,date,season,month,leaf_weight_kg,leaf_moisture_percent,withering_time_hours,fermentation_time_hours,drying_temperature_celsius,drying_duration_minutes,ambient_temperature_celsius,humidity_percentage,rainfall_mm,collection_region,powder_weight_kg,yield_percentage
REC-00189,10/17/2024,NE_Monsoon,10,713.28,81.7,14.04,2,98.9,30.4,17.5,86.2,6.37,Upper_Division,140.19,19.65
REC-00190,10/16/2024,NE_Monsoon,10,677.23,72.7,20,3.2,95.5,24.9,19,79.6,8.57,West_Block,136.46,20.15
REC-00191,10/16/2024,NE_Monsoon,10,664.61,75.7,14.45,2.57,103.6,24.2,18.9,88.1,6.78,Lower_Division,142.47,21.44
REC-00192,10/15/2024,NE_Monsoon,10,522.85,74,17.13,2.97,107.9,29.7,21.9,78.1,5.95,West_Block,106.08,20.29
REC-00193,10/15/2024,NE_Monsoon,10,475.88,76.6,15.53,3.31,104,24.6,23.7,84,7.45,West_Block,99.03,20.81
REC-00194,10/13/2024,NE_Monsoon,10,381.45,79.4,13.88,3.62,96.4,23.8,21.6,83.7,9.99,West_Block,80.32,21.06
REC-00195,10/13/2024,NE_Monsoon,10,460.96,73.9,15.37,3.64,102.1,28.2,19.8,86.6,6.13,Lower_Division,94.53,20.51
REC-00196,10/12/2024,NE_Monsoon,10,484.71,76.5,15.76,3.02,93,27.2,17.1,82.5,6.91,Lower_Division,102.04,21.05
REC-00197,10/12/2024,NE_Monsoon,10,250,77.2,15.71,4.21,101.9,24.9,23.7,84.2,8.84,Upper_Division,51.59,20.63
REC-00198,10/11/2024,NE_Monsoon,10,564.49,75.8,18.32,2.88,99,27.9,20.6,82.2,7.11,East_Block,118.68,21.02
REC-00199,10/11/2024,NE_Monsoon,10,630.43,77.5,17.02,2,93.3,23.8,18.6,81,7.74,Upper_Division,124.26,19.71
REC-00200,10/11/2024,NE_Monsoon,10,398.78,79.7,15.08,2.81,96.4,28.8,21,79.8,9.6,Lower_Division,83.34,20.9
REC-00201,10/11/2024,NE_Monsoon,10,409.6,72.5,17.27,3.32,96.8,24.2,23.2,86.5,5.35,Lower_Division,84.71,20.68
REC-00202,10/10/2024,NE_Monsoon,10,554.54,78.7,16.88,3,89.9,23.4,18.9,87.7,7.6,Lower_Division,110.9,20
REC-00203,10/10/2024,NE_Monsoon,10,379.13,79.4,15.6,2.79,100.9,20.2,20.1,85.1,5.41,Lower_Division,81.01,21.37
REC-00204,10/9/2024,NE_Monsoon,10,615.84,74.3,15.13,3.01,100.9,24.7,22,81,8.63,Lower_Division,130.19,21.14
REC-00205,10/9/2024,NE_Monsoon,10,728.09,79.8,16.53,2.84,98,21.2,19.3,88.2,9.13,Lower_Division,154.37,21.2
REC-00206,10/9/2024,NE_Monsoon,10,547.63,73.3,15.27,2.6,99.7,22.7,23.4,89.9,5.25,Middle_Division,113.98,20.81
REC-00207,10/8/2024,NE_Monsoon,10,720.35,80.4,15.1,2.07,103,22.9,20.9,82.3,8.72,Middle_Division,145.45,20.19
REC-00208,10/8/2024,NE_Monsoon,10,366.85,84,16.05,3.11,97.1,20.4,21.1,84.2,9.3,West_Block,73.49,20.03
REC-00209,10/8/2024,NE_Monsoon,10,527.31,78,17.38,2.94,105.6,20.6,21.1,80.2,6.88,Middle_Division,106.4,20.18
REC-00210,10/7/2024,NE_Monsoon,10,701.88,80.2,15.45,2.76,102.8,28.1,21.6,79.8,9.96,Upper_Division,136.88,19.5
REC-00211,10/7/2024,NE_Monsoon,10,489.5,78.1,15.88,3.17,95.6,23,23.8,80.7,6.72,West_Block,102.51,20.94
REC-00212,10/7/2024,NE_Monsoon,10,696.08,74.4,17.23,2.87,103.7,21.8,22,87.8,6.03,East_Block,143.98,20.68
REC-00213,10/5/2024,NE_Monsoon,10,478.19,76.3,16.34,3.9,99.9,26.4,21.1,89.4,5.24,Lower_Division,102.17,21.37
REC-00214,10/5/2024,NE_Monsoon,10,676.23,85,14.5,2.81,99.3,31,19.6,89.2,9.69,Middle_Division,135.18,19.99
REC-00215,10/5/2024,NE_Monsoon,10,577.61,76.1,16.75,3.33,100.1,27.5,18.4,82.1,6.9,Upper_Division,122.87,21.27
REC-00216,10/5/2024,NE_Monsoon,10,626.03,76.4,16.13,2,97.6,26.4,22.1,82.6,5.14,East_Block,125.05,19.98
REC-00217,10/4/2024,NE_Monsoon,10,656.85,76,16.86,3.25,98.2,25,22,88.4,6.02,Lower_Division,143.59,21.86
REC-00218,10/4/2024,NE_Monsoon,10,430.43,80.4,15.58,2.44,92.9,26.1,22.6,81,8.54,Lower_Division,88.91,20.65
REC-00219,10/3/2024,NE_Monsoon,10,429.7,75.4,14.35,3.62,90.4,28.7,19.8,78.8,9.44,East_Block,82.19,19.13
REC-00220,10/3/2024,NE_Monsoon,10,531.29,82.3,15.18,3.08,100.5,28.4,18.4,83,9.26,East_Block,108.13,20.35
REC-00221,10/2/2024,NE_Monsoon,10,489.15,76.2,13.5,2.34,98.4,29.5,21.9,83.1,6.96,East_Block,95.42,19.51
REC-00222,10/2/2024,NE_Monsoon,10,340.31,79.2,15.81,3.47,91.6,25.3,17.5,78.9,10.39,Upper_Division,70.43,20.7
REC-00223,10/2/2024,NE_Monsoon,10,729.83,80.8,17.87,3.59,103.1,20.3,18.9,85.2,9.91,West_Block,146.07,20.01
REC-00224,10/2/2024,NE_Monsoon,10,749.72,77.2,17.09,2.57,106.5,25.1,18.8,83.4,10.43,West_Block,159.82,21.32
REC-00225,10/1/2024,NE_Monsoon,10,547.17,80.5,15.74,3.11,96.2,24.6,18.8,83.2,9.1,Middle_Division,114.92,21
REC-00226,10/1/2024,NE_Monsoon,10,738.19,79.7,17.94,3.4,93.1,26.1,17.1,81,6.21,Lower_Division,154.08,20.87
REC-00227,10/1/2024,NE_Monsoon,10,631.85,79.4,18.23,2.71,99.2,26.5,23.5,84.5,6.13,Middle_Division,134.67,21.31
REC-00228,10/1/2024,NE_Monsoon,10,458.41,85,16.06,3.34,97,28.2,18.9,82.4,10.07,West_Block,97.57,21.28
REC-00229,9/30/2024,Quality_Season,9,806.97,71.9,14.87,3.42,92.9,20.2,20.5,84.2,2.88,East_Block,148.45,18.4
REC-00230,9/30/2024,Quality_Season,9,553.05,82.3,13.12,2.99,94.6,23.5,20.6,75.4,3.2,Lower_Division,109.58,19.81
REC-00231,9/30/2024,Quality_Season,9,566.29,74.6,16.25,2.65,99.6,22,17.7,78.7,4.45,West_Block,108.67,19.19
REC-00232,9/30/2024,Quality_Season,9,607.82,79,16.82,3.27,96.7,24.6,18.5,78.6,5.8,Lower_Division,127.77,21.02
REC-00233,9/30/2024,Quality_Season,9,381.92,78.5,16.02,3.21,102.2,25.5,21.2,77.7,4.7,Middle_Division,77.59,20.32
REC-00234,9/29/2024,Quality_Season,9,616.66,80.8,14.62,2.79,96.5,27.9,19.6,74.1,2.95,West_Block,119.99,19.46
REC-00235,9/29/2024,Quality_Season,9,523.96,76.3,15.54,4.21,100.2,20.9,17.5,84.5,4.72,Middle_Division,97.16,18.54
REC-00236,9/29/2024,Quality_Season,9,711,74.1,12.5,3.54,103.3,25,18.9,83.3,4.77,Lower_Division,133.65,18.8
REC-00237,9/28/2024,Quality_Season,9,438.95,80,16.38,2.55,96,22,18.7,83.6,3.35,Upper_Division,82.28,18.74
REC-00238,9/28/2024,Quality_Season,9,544.52,80.5,14.85,4.01,102.8,21.7,16.1,81.4,4.45,East_Block,103.08,18.93
REC-00239,9/28/2024,Quality_Season,9,299.7,77.1,15.72,2.88,105.2,26,22.2,78.1,2.92,Middle_Division,59.34,19.8
REC-00240,9/28/2024,Quality_Season,9,609.54,76,16.07,3.1,95.2,24.4,21.6,77.6,5.99,Lower_Division,121.79,19.98
REC-00241,9/27/2024,Quality_Season,9,473.76,71.4,14.22,2.69,97.1,23.2,21.1,80.5,5.03,West_Block,93.28,19.69
REC-00242,9/27/2024,Quality_Season,9,525.82,78.2,15.99,3.3,101.3,22.8,21.4,79.6,5.27,Middle_Division,107.98,20.54
REC-00243,9/27/2024,Quality_Season,9,412.69,79.6,16.09,3.54,105.6,22.8,17.4,83.6,5.17,Lower_Division,83.75,20.29
REC-00244,9/27/2024,Quality_Season,9,644.1,74.3,16.47,3.93,103.5,24.7,21,75.5,3.34,Upper_Division,119.98,18.63
REC-00245,9/27/2024,Quality_Season,9,505.54,82.6,13.89,3.01,102.5,22.3,21.8,80.6,5.32,Middle_Division,97.42,19.27
REC-00246,9/27/2024,Quality_Season,9,570.62,75.2,16.83,2.41,93.5,26.8,17.5,79.7,3.55,Lower_Division,114.99,20.15
REC-00247,9/27/2024,Quality_Season,9,466.39,72.1,16.87,3.13,95.3,22,16.2,75.4,2.78,Middle_Division,90.94,19.5
REC-00248,9/27/2024,Quality_Season,9,485.44,77.1,16.1,2.38,103.8,27,23,82.7,5.48,Lower_Division,98.51,20.29
REC-00249,9/26/2024,Quality_Season,9,640.81,77.6,16.92,2.49,96.8,24.9,21.5,79.4,3.71,East_Block,122.73,19.15
REC-00250,9/26/2024,Quality_Season,9,710.19,79,16.94,3.54,108.1,27.9,20.1,79.6,5.97,Lower_Division,146.4,20.61
REC-00251,9/26/2024,Quality_Season,9,387.52,79.7,15.17,3.35,98.8,24.4,19.7,74.8,5.99,Lower_Division,81.45,21.02
REC-00252,9/25/2024,Quality_Season,9,478.92,82.4,16.19,3.98,95.5,21.8,22.6,74.2,4.33,Lower_Division,96.32,20.11
REC-00253,9/25/2024,Quality_Season,9,392.6,79.1,17.3,3.2,92.9,21.4,20.9,77.9,4.89,West_Block,78.54,20.01
REC-00254,9/25/2024,Quality_Season,9,599.78,77.1,16.69,3.02,100.8,18,17.1,79.4,3.59,Lower_Division,122.35,20.4
REC-00255,9/24/2024,Quality_Season,9,341.31,78.8,17.67,2.6,97.3,27.8,22.2,80.6,3.37,East_Block,67.66,19.82
REC-00256,9/24/2024,Quality_Season,9,442.53,77.6,17.49,3.14,98.4,28.6,16.4,76.4,2.89,Upper_Division,85.64,19.35
REC-00257,9/23/2024,Quality_Season,9,470.05,77.3,15.73,2.67,94.5,19.8,16.7,74.2,3.16,East_Block,88.28,18.78
REC-00258,9/22/2024,Quality_Season,9,476.48,76.3,17.58,2.49,94.2,23.9,18.5,80.8,2.88,Upper_Division,87.96,18.46
REC-00259,9/22/2024,Quality_Season,9,546.23,78.9,14.73,3.29,89.1,23.9,20.1,78.6,3.15,West_Block,104.27,19.09
REC-00260,9/21/2024,Quality_Season,9,540.33,76.1,14.75,3.46,95.3,24.6,19.2,81.4,4.58,West_Block,109.94,20.35
REC-00261,9/21/2024,Quality_Season,9,597.26,73.8,13.11,2.86,102.2,24.9,21.2,78.4,4.28,West_Block,121.42,20.33
REC-00262,9/21/2024,Quality_Season,9,345.54,77.1,14.61,3.78,96.6,24.3,22.7,74.3,4.56,Upper_Division,68.73,19.89
REC-00263,9/20/2024,Quality_Season,9,585.47,74.7,13.73,3.74,92.2,25.7,17.3,75.6,3.4,East_Block,110.81,18.93
REC-00264,9/19/2024,Quality_Season,9,558.1,81.6,16.67,2.82,93,23.4,16.6,79.2,5.48,Middle_Division,111.03,19.89
REC-00265,9/19/2024,Quality_Season,9,468.11,79.1,14.98,2.82,100.7,25.9,20.4,81.8,3.17,West_Block,92.64,19.79
REC-00266,9/18/2024,Quality_Season,9,649.5,80.7,15.96,2.67,94.3,24.8,19.3,81.9,3.18,Upper_Division,129.62,19.96
REC-00267,9/18/2024,Quality_Season,9,690.6,78.7,15.45,2.7,92.4,32.2,22.4,78.6,4.34,East_Block,132.7,19.22
REC-00268,9/17/2024,Quality_Season,9,693.96,75.3,15.67,2.22,96.5,25.7,18,74.3,3.93,West_Block,137.23,19.77
REC-00269,9/16/2024,Quality_Season,9,485.76,83.5,16.54,2.63,101.8,27.1,22.5,77,2.89,Lower_Division,101.15,20.82
REC-00270,9/16/2024,Quality_Season,9,465.67,73.6,14.19,3.25,99,27.1,20.7,76.1,5.49,East_Block,92.47,19.86
REC-00271,9/16/2024,Quality_Season,9,434.48,74.2,14.53,3.5,103.2,21.7,16.6,77.8,3.54,Upper_Division,80.82,18.6
REC-00272,9/15/2024,Quality_Season,9,418.55,78,16.45,2.97,100.4,20.1,19.3,80.6,5.17,Middle_Division,84.11,20.1
REC-00273,9/15/2024,Quality_Season,9,436.13,74.7,18.62,3.47,96.8,28.4,17.9,74.5,3.28,Middle_Division,86.09,19.74
REC-00274,9/14/2024,Quality_Season,9,592.3,77.8,15.14,2.09,99.4,19.3,20.2,77.6,3.21,Middle_Division,114.3,19.3
REC-00275,9/14/2024,Quality_Season,9,516.72,80.4,17.07,3.43,104.3,30.7,22.3,77.2,3.76,Lower_Division,102.92,19.92
REC-00276,9/14/2024,Quality_Season,9,571.27,76,14.63,2.49,97.5,25.4,21.2,72.4,4.86,East_Block,106.48,18.64
REC-00277,9/14/2024,Quality_Season,9,542.08,77.1,16.68,2.78,97.3,25.4,19.2,74.9,4.71,West_Block,111.17,20.51
REC-00278,9/13/2024,Quality_Season,9,679.92,73.8,15.29,2.95,104.6,21.1,21.6,76.3,3.36,East_Block,132.14,19.44
REC-00279,9/12/2024,Quality_Season,9,698.06,79.4,15.9,2.72,91.5,26.5,18.7,78,3.68,Middle_Division,141,20.2
REC-00280,9/12/2024,Quality_Season,9,546.78,78.2,15.23,2.43,96.4,25.5,19.9,81.3,2.89,Lower_Division,108.28,19.8
REC-00281,9/11/2024,Quality_Season,9,623.23,71.9,16.24,2.71,99.1,27.1,18.8,82.8,5.38,Middle_Division,119.3,19.14
REC-00282,9/11/2024,Quality_Season,9,494.17,81.9,15.57,2.47,89.1,28.5,16.5,77.1,3.27,Upper_Division,88.49,17.91
REC-00283,9/10/2024,Quality_Season,9,538.79,78.1,15.21,2.24,99.6,30.3,22.7,74.9,5.62,East_Block,106.83,19.83
REC-00284,9/10/2024,Quality_Season,9,725.73,76.5,15.16,3.99,99.8,29.9,21.8,73.9,5.44,Lower_Division,147.22,20.29
REC-00285,9/10/2024,Quality_Season,9,313.95,81.7,14.32,2.91,99.5,24.8,19.6,76,4.58,Middle_Division,61.75,19.67
REC-00286,9/9/2024,Quality_Season,9,446.33,79.7,17.92,3.52,100.9,24.6,21.5,75.5,5.97,Lower_Division,91.66,20.54
REC-00287,9/9/2024,Quality_Season,9,462.45,72.4,16.54,2.35,100.9,26.4,18.9,74.1,3.24,Upper_Division,90.95,19.67
REC-00288,9/9/2024,Quality_Season,9,449.14,76.5,15.66,2.43,99.7,23.9,22.1,84,4.07,Upper_Division,83.65,18.62
REC-00289,9/8/2024,Quality_Season,9,558.72,82.5,15.38,2.96,97.8,19.8,22.8,79.1,3.58,East_Block,106.95,19.14
REC-00290,9/8/2024,Quality_Season,9,520.99,77.2,17.17,2.68,98.3,28.6,21.6,74.9,3.42,Lower_Division,100.21,19.23
REC-00291,9/7/2024,Quality_Season,9,631.28,76,14.84,2.99,94.7,19.2,18.8,78.9,3.2,Middle_Division,120.17,19.04
REC-00292,9/7/2024,Quality_Season,9,494.91,78.5,14.96,2.42,89.2,23.8,16.2,77.1,4.99,Middle_Division,88.88,17.96
REC-00293,9/6/2024,Quality_Season,9,429.73,79.5,14.87,2.27,95.5,27.9,20.7,82.7,3.99,West_Block,82.99,19.31
REC-00294,9/6/2024,Quality_Season,9,406.39,80.1,17.34,3.45,107.1,23.8,19.3,80.1,4.04,Middle_Division,80.29,19.76
REC-00295,9/6/2024,Quality_Season,9,661.37,75.8,16.81,3.73,99.5,27,17.8,83.3,3.01,East_Block,132.14,19.98
REC-00296,9/5/2024,Quality_Season,9,692.02,83.3,14.23,3.83,105.6,27.2,19,75.6,5.23,Upper_Division,126.94,18.34
REC-00297,9/5/2024,Quality_Season,9,453.01,71.7,17.06,3.54,99.6,24.1,22.5,76.3,4.22,Middle_Division,84.75,18.71
REC-00298,9/5/2024,Quality_Season,9,559.11,75.4,15.59,3.72,87,23.4,20.6,84.5,2.83,West_Block,106.92,19.12
REC-00299,9/5/2024,Quality_Season,9,551.5,80.3,20,2.17,103.3,24.5,17,81.3,3.64,East_Block,106.85,19.37
REC-00300,9/4/2024,Quality_Season,9,563.35,78.8,16.23,3.59,103.8,24.7,16,75.5,3.39,East_Block,113.52,20.15
REC-00301,9/3/2024,Quality_Season,9,521.43,83.8,16.07,2.55,103.9,27,18.4,73.7,2.98,East_Block,100.7,19.31
REC-00302,9/2/2024,Quality_Season,9,734.22,75.7,15.01,2.81,99.4,21.1,16.1,79,5.5,East_Block,145.04,19.75
REC-00303,9/2/2024,Quality_Season,9,446.6,82.5,16.05,2,102.4,20.3,17.7,73.2,3.72,East_Block,84.88,19.01
REC-00304,9/1/2024,Quality_Season,9,678.28,73.1,16.14,2.72,103.1,22.5,20.7,80.9,3.72,East_Block,135.61,19.99
REC-00305,9/1/2024,Quality_Season,9,575.99,79.1,14.46,3.55,103.3,26.6,19.5,81.5,4.73,Upper_Division,113.58,19.72
REC-00306,9/1/2024,Quality_Season,9,506.62,85,16.62,2.97,93.1,28.4,16.6,72.7,3.02,Upper_Division,91.05,17.97
REC-00307,8/31/2024,Quality_Season,8,682.47,80.5,16.71,3,95.1,21.7,18.2,80,5.66,Lower_Division,138.5,20.29
REC-00308,8/30/2024,Quality_Season,8,453.74,75.2,18.05,2.74,108.8,26.8,19.9,76.7,5.7,Lower_Division,88.8,19.57
REC-00309,8/30/2024,Quality_Season,8,434.24,77.6,18.44,2.86,106,27,17.8,73.6,4.62,West_Block,85.55,19.7
REC-00310,8/30/2024,SW_Monsoon,8,399.92,77.3,16.03,2,94.6,22.2,23.2,83,8.6,Upper_Division,86.93,21.74
REC-00311,8/30/2024,Quality_Season,8,570.7,82.5,16.77,4.22,95.3,19.6,18.4,73.6,3.97,Middle_Division,109.94,19.26
REC-00312,8/30/2024,SW_Monsoon,8,809.81,76.3,17.79,3.11,103.1,28.3,20.8,79,9.5,Lower_Division,173.47,21.42
REC-00313,8/29/2024,SW_Monsoon,8,541.12,82.5,15.89,3.99,91.1,26.5,22.8,79,9.05,Upper_Division,113.73,21.02
REC-00314,8/29/2024,SW_Monsoon,8,573.46,78.4,15.85,3.22,85.3,27,21.7,83.8,10.72,West_Block,123.91,21.61
REC-00315,8/29/2024,SW_Monsoon,8,529.01,76.2,14.4,2.37,105.6,25.4,23.3,82.6,7.75,Upper_Division,109.49,20.7
REC-00316,8/29/2024,Quality_Season,8,336.88,81.3,17.6,3.13,104.9,26.3,21.5,79.8,4.05,Lower_Division,71.69,21.28
REC-00317,8/29/2024,Quality_Season,8,618.85,76.2,14.09,2.36,99.5,25.4,21.3,78.8,3.42,East_Block,119.13,19.25
REC-00318,8/28/2024,Quality_Season,8,503.48,76.3,15.38,2.76,91.7,24.6,19.6,78.3,3.94,West_Block,101.15,20.09
REC-00319,8/28/2024,Quality_Season,8,753.49,74,18.85,3.08,103.1,25.5,20.5,72.6,5.82,East_Block,146.76,19.48
REC-00320,8/27/2024,Quality_Season,8,539.03,74.1,15.88,3.03,92.7,22.8,22.9,80.9,5.83,Middle_Division,106.82,19.82
REC-00321,8/27/2024,SW_Monsoon,8,688.43,77.8,18.08,2.85,85,23.9,19.3,80.1,7.16,East_Block,148.92,21.63
REC-00322,8/27/2024,SW_Monsoon,8,439.05,76.4,13.6,2.84,96.9,26.5,21.7,84.6,9.04,Middle_Division,96.09,21.89
REC-00323,8/26/2024,SW_Monsoon,8,691.68,73.9,15.06,3.02,98.3,23.5,19.9,89.7,7.57,East_Block,150.15,21.71
REC-00324,8/26/2024,SW_Monsoon,8,483.51,78.8,18.4,3.6,99.4,26,17.4,86.3,7.37,Middle_Division,99.45,20.57
REC-00325,8/26/2024,Quality_Season,8,568.87,77.1,16.01,3.2,93.9,22,17.1,84.3,5.6,Middle_Division,114.1,20.06
REC-00326,8/26/2024,SW_Monsoon,8,250,78.8,15.22,3.57,89.3,21.5,20.3,84.6,9.52,Upper_Division,50.44,20.17
REC-00327,8/25/2024,Quality_Season,8,544.12,74.8,15.76,3.17,105.3,27.6,20,82.4,5.12,Middle_Division,104.67,19.24
REC-00328,8/25/2024,SW_Monsoon,8,486.23,77.9,13.65,3.17,110.6,19.5,22.1,78.3,9.59,Upper_Division,98.04,20.16
REC-00329,8/25/2024,SW_Monsoon,8,577.93,78.2,14.86,2,104,27.9,18.4,78.3,10.97,Lower_Division,129.18,22.35
REC-00330,8/25/2024,Quality_Season,8,514.3,78.9,17.97,3.16,99,21.2,17.9,74.6,3.49,West_Block,105.89,20.59
REC-00331,8/24/2024,SW_Monsoon,8,780.44,75.2,14.17,3.04,91.5,22.9,19.8,87.7,6.74,Upper_Division,165.66,21.23
REC-00332,8/24/2024,Quality_Season,8,778.4,76.9,17.13,3.24,99,26.9,16.3,75,5.66,Upper_Division,149.82,19.25
REC-00333,8/24/2024,SW_Monsoon,8,550.02,80.4,17.73,2.43,101.8,27.4,19.2,82.9,7.72,Upper_Division,116.22,21.13
REC-00334,8/24/2024,SW_Monsoon,8,670.53,79.3,14.95,3.38,103.3,24.7,17.9,86.1,10.31,East_Block,147.91,22.06
REC-00335,8/23/2024,SW_Monsoon,8,467.53,73.7,13.33,3.65,101.8,23.5,18.9,80.4,10.58,Lower_Division,105.54,22.57
REC-00336,8/23/2024,SW_Monsoon,8,369.02,76.6,14.26,2.99,94.4,24.1,19.2,87.7,11.04,Middle_Division,81.65,22.13
REC-00337,8/23/2024,SW_Monsoon,8,603.37,71.7,14.76,3.07,99.8,25,21.5,84.1,7.27,Upper_Division,127.48,21.13
REC-00338,8/22/2024,SW_Monsoon,8,693.13,79,14.11,3.37,101,24.6,23,79.6,10.19,Upper_Division,148.51,21.43
REC-00339,8/22/2024,Quality_Season,8,542.24,77.7,16.11,3.04,97.2,28.6,18.7,74.2,5.45,Lower_Division,107.22,19.77
REC-00340,8/22/2024,Quality_Season,8,560.93,79.1,18.71,2.57,109.5,26.1,21,73.4,5.46,Middle_Division,112.05,19.98
REC-00341,8/21/2024,SW_Monsoon,8,481.39,82.4,16.5,3.47,96.9,28.2,18.9,81,11.38,Upper_Division,105.2,21.85
REC-00342,8/20/2024,Quality_Season,8,427.29,78.7,15.55,3.01,96.7,24.8,18.5,76.5,4.4,West_Block,88.85,20.79
REC-00343,8/20/2024,SW_Monsoon,8,900,83.1,19.46,2.91,97.5,28,19.9,83.1,10.59,Upper_Division,188.89,20.99
REC-00344,8/19/2024,Quality_Season,8,430.55,83,18.74,2.17,96.6,25.3,18.2,79.7,5.99,East_Block,81.97,19.04
REC-00345,8/19/2024,SW_Monsoon,8,380.91,77.1,15.39,3.24,101.4,25.4,23.5,83.2,7.26,Middle_Division,81.3,21.34
REC-00346,8/18/2024,Quality_Season,8,721.46,76.7,13.79,2.71,99.6,28.8,18.4,77.8,4.92,West_Block,142.93,19.81
REC-00347,8/17/2024,Quality_Season,8,588.65,78.1,15.98,2.59,102.1,25.7,22,73.3,5.02,Lower_Division,118.35,20.11
REC-00348,8/17/2024,Quality_Season,8,486.95,74,17.54,2.47,94.1,25.7,18,77.4,3.92,Lower_Division,91.11,18.71
REC-00349,8/17/2024,SW_Monsoon,8,531.96,76.3,15.51,2.48,92.1,26.4,17.9,85.6,7.29,West_Block,114.73,21.57
REC-00350,8/17/2024,SW_Monsoon,8,620.34,77,15.38,3.13,96.8,25,22.4,89.2,11.21,Middle_Division,137.72,22.2
REC-00351,8/16/2024,Quality_Season,8,447.74,75.4,13.81,3.47,86.8,26.5,17.2,76,4.34,East_Block,86.69,19.36
REC-00352,8/16/2024,SW_Monsoon,8,569.61,77.7,14.21,2.89,94.3,23.5,18.9,89.5,11.43,Upper_Division,119.97,21.06
REC-00353,8/15/2024,SW_Monsoon,8,502.01,81.5,16.4,2.98,98.9,23,21.4,80.3,7.4,Upper_Division,109.25,21.76
REC-00354,8/15/2024,Quality_Season,8,400.07,74.7,14.34,2.3,104.6,25.9,21.7,77,3.11,West_Block,75.81,18.95
REC-00355,8/15/2024,Quality_Season,8,692,79.6,18.51,2.51,105,23.5,19.3,82.4,3.27,Middle_Division,138.8,20.06
REC-00356,8/14/2024,Quality_Season,8,506.14,77.4,15.77,2.3,101,22.8,17,75.9,2.97,West_Block,98.56,19.47
REC-00357,8/14/2024,SW_Monsoon,8,606.75,78.4,15.68,3.33,94,28,20.9,84.4,7.64,Upper_Division,126.69,20.88
REC-00358,8/14/2024,Quality_Season,8,709.12,82.5,15.02,3.19,97.3,26.9,22.2,72.6,3.52,Middle_Division,137.42,19.38
REC-00359,8/13/2024,SW_Monsoon,8,586.2,79.6,16.26,2.08,93.5,24.8,20.4,82.2,11.21,Lower_Division,131.76,22.48
REC-00360,8/13/2024,SW_Monsoon,8,454.01,80.1,13.14,2.8,103,29.2,22.6,88.1,8.64,Upper_Division,97.23,21.42
REC-00361,8/13/2024,SW_Monsoon,8,743.77,75.8,15.52,3.66,91,26.8,20.8,80.4,8.13,Middle_Division,154.86,20.82
REC-00362,8/13/2024,Quality_Season,8,539.51,78.7,16.82,3.47,97.7,30.6,17.8,77.8,3.08,Lower_Division,110.79,20.54
REC-00363,8/13/2024,SW_Monsoon,8,571.78,80,17.82,3.24,94.4,29.6,22.4,89.7,9.53,Lower_Division,122.83,21.48
REC-00364,8/11/2024,SW_Monsoon,8,595.5,80.7,17.85,2.7,86,23.8,23.1,79.1,10.55,Upper_Division,122.63,20.59
REC-00365,8/11/2024,SW_Monsoon,8,611.84,76.2,14.75,4.09,100.9,23.3,17.3,81.9,9.47,Upper_Division,127.7,20.87
REC-00366,8/11/2024,SW_Monsoon,8,555.92,72.3,17.15,2.7,99.8,25.9,21,85.2,7.5,Middle_Division,121.3,21.82
REC-00367,8/11/2024,Quality_Season,8,592.68,74.9,16.29,3.25,105.2,26.7,20.4,79.8,4.3,Middle_Division,116.46,19.65
REC-00368,8/11/2024,SW_Monsoon,8,616.38,76.6,15.18,3.96,94.1,19.9,20.9,82.2,11.33,East_Block,126.06,20.45
REC-00369,8/10/2024,Quality_Season,8,300.66,77.9,15.52,3.82,99.8,22.4,22.8,78.7,4.71,Lower_Division,60.13,20
REC-00370,8/9/2024,Quality_Season,8,458.75,78.1,15.81,2.64,95,29.7,16.4,79.5,3.06,Upper_Division,88.85,19.37
REC-00371,8/9/2024,SW_Monsoon,8,487.5,83.5,13.63,2.97,95.2,30.1,19.3,81.8,7.2,Lower_Division,105.01,21.54
REC-00372,8/9/2024,SW_Monsoon,8,583.66,84.4,17.52,2.47,103,22.8,20.4,87.1,8.08,East_Block,123.22,21.11
REC-00373,8/9/2024,SW_Monsoon,8,661.22,81.4,19.31,2.61,91.8,25.6,20.6,79.2,6.75,East_Block,141.26,21.36
REC-00374,8/9/2024,SW_Monsoon,8,578.24,75,15.19,3.06,101.5,25.7,22.4,82.9,11.07,East_Block,130.19,22.51
REC-00375,8/8/2024,Quality_Season,8,435.89,78.9,16.48,2.5,94.8,25.6,20.7,75.9,3.28,East_Block,83.7,19.2
REC-00376,8/8/2024,Quality_Season,8,496.49,77.1,16.17,2.82,88,23.8,17.4,82,4.09,Middle_Division,95.11,19.16
REC-00377,8/7/2024,SW_Monsoon,8,542.95,75.4,15.24,3.04,98.3,25.2,23.4,82.7,10.81,Upper_Division,118.03,21.74
REC-00378,8/7/2024,Quality_Season,8,536.38,76.2,16.33,3.62,92.8,26.8,21.2,72.8,3.96,Middle_Division,106.61,19.87
REC-00379,8/7/2024,SW_Monsoon,8,542.48,78.7,16.36,2.85,104.8,24.4,23.6,80.6,8.3,West_Block,120.67,22.24
REC-00380,8/6/2024,SW_Monsoon,8,419.89,77,19.18,2.58,101.7,24.6,20.3,80,8.44,West_Block,89.64,21.35
REC-00381,8/6/2024,Quality_Season,8,664.93,83.4,16.31,3.15,92.5,22.4,20.9,77.3,4.35,Middle_Division,130.91,19.69
